id,name,capital,continent,link,timeGet4,Afghanistan,Kabul,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
8,Albania,Tirana,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
12,Algeria,Algiers,Africa,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
16,American Samoa,Pago Pago,Oceania,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
20,Andorra,Andorra la Vella,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
24,Angola,Luanda,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
660,Anguilla,The Valley,North America,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
10,Antarctica,,Antarctica,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
28,Antigua and Barbuda,St. John's,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
32,Argentina,Buenos Aires,South America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
51,Armenia,Yerevan,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
533,Aruba,Oranjestad,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
36,Australia,Canberra,Oceania,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
40,Austria,Vienna,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
31,Azerbaijan,Baku,Asia,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
44,Bahamas,Nassau,North America,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
48,Bahrain,Manama,Asia,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
50,Bangladesh,Dhaka,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
52,Barbados,Bridgetown,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
112,Belarus,Minsk,Europe,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
56,Belgium,Brussels,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
84,Belize,Belmopan,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
204,Benin,Porto-Novo,Africa,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
60,Bermuda,Hamilton,North America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
64,Bhutan,Thimphu,Asia,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
68,Bolivia,Sucre,South America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
535,Bonaire,Kralendijk,North America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
70,Bosnia and Herzegovina,Sarajevo,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
72,Botswana,Gaborone,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
74,Bouvet Island,,Antarctica,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
76,Brazil,Brasília,South America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
86,British Indian Ocean Territory,,Asia,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
92,British Virgin Islands,Road Town,North America,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
96,Brunei,Bandar Seri Begawan,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
100,Bulgaria,Sofia,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
854,Burkina Faso,Ouagadougou,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
108,Burundi,Bujumbura,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
116,Cambodia,Phnom Penh,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
120,Cameroon,Yaoundé,Africa,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
124,Canada,Ottawa,North America,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
132,Cape Verde,Praia,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
136,Cayman Islands,George Town,North America,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
140,Central African Republic,Bangui,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
148,Chad,N'Djamena,Africa,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
152,Chile,Santiago,South America,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
156,China,Beijing,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
162,Christmas Island,Flying Fish Cove,Oceania,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
166,Cocos [Keeling] Islands,West Island,Asia,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
170,Colombia,Bogotá,South America,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
174,Comoros,Moroni,Africa,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
184,Cook Islands,Avarua,Oceania,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
188,Costa Rica,San José,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
191,Croatia,Zagreb,Europe,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
192,Cuba,Havana,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
531,Curacao,Willemstad,North America,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
196,Cyprus,Nicosia,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
203,Czechia,Prague,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
180,Democratic Republic of the Congo,Kinshasa,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
208,Denmark,Copenhagen,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
262,Djibouti,Djibouti,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
212,Dominica,Roseau,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
214,Dominican Republic,Santo Domingo,North America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
626,East Timor,Dili,Oceania,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
218,Ecuador,Quito,South America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
818,Egypt,Cairo,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
222,El Salvador,San Salvador,North America,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
226,Equatorial Guinea,Malabo,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
232,Eritrea,Asmara,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
233,Estonia,Tallinn,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
231,Ethiopia,Addis Ababa,Africa,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
238,Falkland Islands,Stanley,South America,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
234,Faroe Islands,Tórshavn,Europe,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
242,Fiji,Suva,Oceania,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
246,Finland,Helsinki,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
250,France,Paris,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
254,French Guiana,Cayenne,South America,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
258,French Polynesia,Papeete,Oceania,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
260,French Southern Territories,Port-aux-Français,Antarctica,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
266,Gabon,Libreville,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
270,Gambia,Bathurst,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
268,Georgia,Tbilisi,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
276,Germany,Berlin,Europe,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
288,Ghana,Accra,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
292,Gibraltar,Gibraltar,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
300,Greece,Athens,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
304,Greenland,Nuuk,North America,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
308,Grenada,St. George's,North America,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
312,Guadeloupe,Basse-Terre,North America,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
316,Guam,Hagåtña,Oceania,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
320,Guatemala,Guatemala City,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
831,Guernsey,St Peter Port,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
324,Guinea,Conakry,Africa,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
624,Guinea-Bissau,Bissau,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
328,Guyana,Georgetown,South America,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
332,Haiti,Port-au-Prince,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
334,Heard Island and McDonald Islands,,Antarctica,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
340,Honduras,Tegucigalpa,North America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
344,Hong Kong,Hong Kong,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
348,Hungary,Budapest,Europe,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
352,Iceland,Reykjavik,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
356,India,New Delhi,Asia,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
360,Indonesia,Jakarta,Asia,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
364,Iran,Tehran,Asia,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
368,Iraq,Baghdad,Asia,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
372,Ireland,Dublin,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
833,Isle of Man,Douglas,Europe,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
376,Israel,,Asia,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
380,Italy,Rome,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
384,Ivory Coast,Yamoussoukro,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
388,Jamaica,Kingston,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
392,Japan,Tokyo,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
832,Jersey,Saint Helier,Europe,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
400,Jordan,Amman,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
398,Kazakhstan,Astana,Asia,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
404,Kenya,Nairobi,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
296,Kiribati,Tarawa,Oceania,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
0,Kosovo,Pristina,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
414,Kuwait,Kuwait City,Asia,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
417,Kyrgyzstan,Bishkek,Asia,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
418,Laos,Vientiane,Asia,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
428,Latvia,Riga,Europe,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
422,Lebanon,Beirut,Asia,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
426,Lesotho,Maseru,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
430,Liberia,Monrovia,Africa,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
434,Libya,Tripoli,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
438,Liechtenstein,Vaduz,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
440,Lithuania,Vilnius,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
442,Luxembourg,Luxembourg,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
446,Macao,Macao,Asia,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
807,Macedonia,Skopje,Europe,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
450,Madagascar,Antananarivo,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
454,Malawi,Lilongwe,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
458,Malaysia,Kuala Lumpur,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
462,Maldives,Malé,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
466,Mali,Bamako,Africa,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
470,Malta,Valletta,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
584,Marshall Islands,Majuro,Oceania,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
474,Martinique,Fort-de-France,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
478,Mauritania,Nouakchott,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
480,Mauritius,Port Louis,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
175,Mayotte,Mamoudzou,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
484,Mexico,Mexico City,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
583,Micronesia,Palikir,Oceania,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
498,Moldova,Chişinău,Europe,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
492,Monaco,Monaco,Europe,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
496,Mongolia,Ulan Bator,Asia,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
499,Montenegro,Podgorica,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
500,Montserrat,Plymouth,North America,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
504,Morocco,Rabat,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
508,Mozambique,Maputo,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
104,Myanmar [Burma],Naypyitaw,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
516,Namibia,Windhoek,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
520,Nauru,Yaren,Oceania,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
524,Nepal,Kathmandu,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
528,Netherlands,Amsterdam,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
540,New Caledonia,Noumea,Oceania,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
554,New Zealand,Wellington,Oceania,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
558,Nicaragua,Managua,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
562,Niger,Niamey,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
566,Nigeria,Abuja,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
570,Niue,Alofi,Oceania,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
574,Norfolk Island,Kingston,Oceania,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
408,North Korea,Pyongyang,Asia,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
580,Northern Mariana Islands,Saipan,Oceania,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
578,Norway,Oslo,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
512,Oman,Muscat,Asia,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
586,Pakistan,Islamabad,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
585,Palau,Melekeok,Oceania,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
275,Palestine,,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
591,Panama,Panama City,North America,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
598,Papua New Guinea,Port Moresby,Oceania,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
600,Paraguay,Asunción,South America,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
604,Peru,Lima,South America,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
608,Philippines,Manila,Asia,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
612,Pitcairn Islands,Adamstown,Oceania,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
616,Poland,Warsaw,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
620,Portugal,Lisbon,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
630,Puerto Rico,San Juan,North America,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
634,Qatar,Doha,Asia,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
178,Republic of the Congo,Brazzaville,Africa,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
642,Romania,Bucharest,Europe,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
643,Russia,Moscow,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
646,Rwanda,Kigali,Africa,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
638,Réunion,Saint-Denis,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
652,Saint Barthélemy,Gustavia,North America,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
654,Saint Helena,Jamestown,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
659,Saint Kitts and Nevis,Basseterre,North America,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
662,Saint Lucia,Castries,North America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
663,Saint Martin,Marigot,North America,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
666,Saint Pierre and Miquelon,Saint-Pierre,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
670,Saint Vincent and the Grenadines,Kingstown,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
882,Samoa,Apia,Oceania,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
674,San Marino,San Marino,Europe,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
682,Saudi Arabia,Riyadh,Asia,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
686,Senegal,Dakar,Africa,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
688,Serbia,Belgrade,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
690,Seychelles,Victoria,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
694,Sierra Leone,Freetown,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
702,Singapore,Singapore,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
534,Sint Maarten,Philipsburg,North America,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
703,Slovakia,Bratislava,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
705,Slovenia,Ljubljana,Europe,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
90,Solomon Islands,Honiara,Oceania,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
706,Somalia,Mogadishu,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
710,South Africa,Pretoria,Africa,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
239,South Georgia and the South Sandwich Islands,Grytviken,Antarctica,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
410,South Korea,Seoul,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
728,South Sudan,Juba,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
724,Spain,Madrid,Europe,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
144,Sri Lanka,Colombo,Asia,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
729,Sudan,Khartoum,Africa,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
740,Suriname,Paramaribo,South America,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
744,Svalbard and Jan Mayen,Longyearbyen,Europe,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
748,Swaziland,Mbabane,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
752,Sweden,Stockholm,Europe,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
756,Switzerland,Bern,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
760,Syria,Damascus,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
678,São Tomé and Príncipe,São Tomé,Africa,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
158,Taiwan,Taipei,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
762,Tajikistan,Dushanbe,Asia,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
834,Tanzania,Dodoma,Africa,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
764,Thailand,Bangkok,Asia,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
768,Togo,Lomé,Africa,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
772,Tokelau,,Oceania,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
776,Tonga,Nuku'alofa,Oceania,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
780,Trinidad and Tobago,Port of Spain,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
788,Tunisia,Tunis,Africa,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
792,Turkey,Ankara,Asia,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
795,Turkmenistan,Ashgabat,Asia,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
796,Turks and Caicos Islands,Cockburn Town,North America,https://www.24h.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
798,Tuvalu,Funafuti,Oceania,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
581,U.S. Minor Outlying Islands,,Oceania,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
850,U.S. Virgin Islands,Charlotte Amalie,North America,vnexpress.net,Thu Nov 29 22:02:33 ICT 2018,
800,Uganda,Kampala,Africa,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
804,Ukraine,Kiev,Europe,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
784,United Arab Emirates,Abu Dhabi,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
826,United Kingdom,London,Europe,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
840,United States,Washington,North America,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
858,Uruguay,Montevideo,South America,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
860,Uzbekistan,Tashkent,Asia,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
548,Vanuatu,Port Vila,Oceania,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
336,Vatican City,Vatican City,Europe,http://vietnamnet.vn/,Thu Nov 29 22:02:33 ICT 2018,
862,Venezuela,Caracas,South America,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
704,Vietnam,Hanoi,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
876,Wallis and Futuna,Mata-Utu,Oceania,https://dantri.com.vn/,Thu Nov 29 22:02:33 ICT 2018,
732,Western Sahara,Laâyoune / El Aaiún,Africa,tuoitre.vn,Thu Nov 29 22:02:33 ICT 2018,
887,Yemen,Sanaa,Asia,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
894,Zambia,Lusaka,Africa,https://www.vietnamplus.vn/,Thu Nov 29 22:02:33 ICT 2018,
716,Zimbabwe,Harare,Africa,http://kenh14.vn/,Thu Nov 29 22:02:33 ICT 2018,
248,Åland,Mariehamn,Europe,https://vtc.vn/,Thu Nov 29 22:02:33 ICT 2018,
